time,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,GyroX2,GyroY2,GyroZ2,AccX2,AccY2,AccZ2
12785,33.21,-115.27,-27.42,-0.64,-0.21,0.92,21.96,-124.73,-13.87,-0.60,-0.11,0.61
12794,38.08,-118.27,-25.31,-0.63,-0.23,0.93,26.80,-128.44,-10.79,-0.62,-0.10,0.65
12804,44.40,-120.32,-22.62,-0.65,-0.20,0.98,32.48,-131.24,-7.53,-0.64,-0.09,0.72
12813,48.85,-122.95,-20.12,-0.65,-0.20,0.99,36.73,-133.01,-5.16,-0.61,-0.08,0.74
12821,54.66,-124.82,-17.44,-0.62,-0.20,1.02,43.81,-136.20,-2.25,-0.57,-0.09,0.72
12830,62.94,-127.48,-14.73,-0.61,-0.17,1.02,50.85,-139.80,0.75,-0.56,-0.06,0.71
12839,68.16,-130.96,-12.25,-0.58,-0.16,1.01,53.32,-143.19,2.76,-0.53,-0.04,0.72
12849,67.89,-134.30,-10.05,-0.57,-0.16,1.03,51.08,-146.12,5.60,-0.52,-0.04,0.76
12858,64.89,-136.89,-7.36,-0.57,-0.12,1.02,47.08,-148.21,8.55,-0.50,-0.02,0.80
12867,60.98,-139.46,-4.66,-0.56,-0.13,1.05,43.47,-149.08,10.49,-0.50,-0.03,0.84
12876,59.21,-140.39,-2.24,-0.57,-0.14,1.07,43.60,-149.69,13.08,-0.52,-0.03,0.88
12886,61.55,-140.26,0.52,-0.58,-0.16,1.09,47.14,-149.22,16.24,-0.53,-0.03,0.88
12895,66.36,-139.61,2.69,-0.58,-0.17,1.07,53.82,-149.05,19.73,-0.53,0.00,0.89
12904,74.83,-135.95,4.69,-0.55,-0.18,1.06,63.62,-149.56,24.54,-0.49,0.00,0.93
12913,85.98,-134.24,6.92,-0.55,-0.17,1.06,75.91,-145.22,24.53,-0.48,0.03,0.90
12922,96.76,-130.18,8.83,-0.50,-0.11,1.05,85.52,-142.69,25.86,-0.44,0.07,0.87
12932,103.27,-127.50,10.50,-0.48,-0.07,1.02,90.85,-140.56,27.76,-0.41,0.09,0.85
12941,105.98,-125.08,12.46,-0.43,-0.04,0.99,91.60,-138.26,29.09,-0.38,0.12,0.82
12950,103.62,-122.81,13.71,-0.41,-0.01,0.96,88.14,-135.53,30.29,-0.35,0.16,0.81
12959,98.66,-120.03,14.88,-0.39,0.03,0.92,84.84,-131.20,30.29,-0.33,0.18,0.80
12967,95.52,-116.15,15.67,-0.36,0.03,0.92,83.76,-127.43,30.87,-0.32,0.19,0.80
12977,95.66,-112.34,16.45,-0.34,0.06,0.93,79.53,-121.59,30.50,-0.29,0.22,0.86
12986,86.76,-106.37,16.55,-0.30,0.08,0.90,71.11,-113.89,28.82,-0.28,0.24,0.89
12995,79.16,-99.85,15.76,-0.30,0.09,0.89,65.24,-106.60,26.68,-0.29,0.26,0.88
13004,75.22,-94.40,15.14,-0.30,0.10,0.90,64.91,-98.62,25.44,-0.30,0.27,0.83
13014,77.32,-86.69,15.00,-0.31,0.09,0.89,71.27,-94.24,25.01,-0.30,0.23,0.73
13023,84.79,-82.93,15.69,-0.31,0.10,0.88,77.81,-92.05,25.50,-0.29,0.22,0.64
13032,87.90,-80.62,16.29,-0.27,0.12,0.82,77.06,-90.23,26.18,-0.24,0.25,0.63
13041,81.37,-80.79,17.43,-0.24,0.19,0.80,64.07,-88.35,26.69,-0.17,0.30,0.65
13050,62.34,-79.76,17.69,-0.15,0.22,0.78,41.74,-84.73,26.73,-0.11,0.30,0.69
13059,38.37,-78.57,17.63,-0.11,0.23,0.80,17.84,-79.53,26.82,-0.07,0.31,0.75
13068,15.33,-75.84,17.37,-0.08,0.23,0.79,-3.50,-73.25,25.37,-0.07,0.27,0.77
13077,-6.09,-72.12,16.79,-0.05,0.21,0.81,-25.03,-66.90,24.17,-0.04,0.28,0.82
13086,-29.63,-67.94,15.69,-0.05,0.20,0.86,-49.74,-60.73,22.09,-0.08,0.30,0.88
13095,-55.48,-65.95,13.82,-0.09,0.18,0.94,-72.81,-56.42,19.33,-0.10,0.28,0.92
13105,-72.00,-64.58,11.91,-0.11,0.14,1.03,-81.38,-54.21,18.00,-0.12,0.21,0.91
13113,-71.73,-63.34,11.79,-0.12,0.08,1.10,-74.51,-53.27,18.01,-0.12,0.16,0.90
13122,-62.37,-61.31,12.11,-0.13,0.06,1.15,-65.78,-51.20,17.47,-0.12,0.17,0.98
13131,-55.72,-57.61,11.63,-0.11,0.05,1.19,-59.21,-48.10,16.79,-0.13,0.17,1.05
13140,-48.94,-53.12,11.50,-0.11,0.03,1.20,-50.44,-44.13,16.18,-0.14,0.17,1.09
13150,-38.70,-46.89,11.41,-0.11,0.02,1.22,-37.06,-39.51,15.90,-0.15,0.15,1.07
13159,-24.81,-41.10,11.82,-0.13,0.00,1.18,-22.81,-34.79,15.47,-0.15,0.15,1.07
13168,-13.17,-34.40,11.89,-0.10,0.02,1.17,-13.87,-30.04,14.67,-0.13,0.17,1.05
13177,-9.47,-28.95,11.58,-0.09,0.04,1.15,-13.01,-25.17,13.21,-0.11,0.20,1.04
13186,-11.98,-24.73,10.23,-0.09,0.05,1.12,-17.38,-20.79,11.13,-0.11,0.21,1.02
13195,-17.73,-21.37,8.31,-0.09,0.05,1.12,-22.31,-17.11,9.04,-0.12,0.20,1.03
13204,-22.05,-18.56,6.79,-0.08,0.05,1.16,-25.24,-13.81,7.20,-0.12,0.21,1.05
13213,-22.63,-15.56,5.37,-0.08,0.05,1.21,-21.45,-11.81,5.80,-0.11,0.17,1.03
13222,-15.23,-12.98,5.12,-0.08,0.02,1.23,-11.56,-10.46,5.37,-0.10,0.16,1.02
13231,-5.03,-10.20,5.25,-0.08,0.03,1.22,-2.25,-8.67,5.26,-0.10,0.16,1.03
13240,1.37,-7.29,4.97,-0.06,0.04,1.20,2.24,-6.45,4.83,-0.09,0.18,1.02
13248,4.02,-4.70,5.12,-0.04,0.06,1.17,4.50,-3.54,4.54,-0.07,0.18,1.00
13257,5.22,-1.59,4.89,-0.04,0.07,1.14,5.19,-0.98,4.52,-0.06,0.18,0.98
13266,4.27,0.53,4.85,-0.04,0.07,1.13,3.56,1.07,4.02,-0.06,0.18,0.96
13275,1.91,2.31,4.82,-0.03,0.08,1.09,0.99,2.84,3.63,-0.04,0.18,0.94
13284,-1.55,3.89,4.76,-0.02,0.09,1.10,-2.60,4.95,3.35,-0.03,0.18,0.95
13292,-4.81,5.15,4.62,-0.01,0.09,1.12,-4.46,6.34,3.14,-0.04,0.18,0.94
13301,-4.96,5.89,4.90,-0.01,0.08,1.14,-3.24,6.98,3.64,-0.04,0.16,0.92
13309,-2.85,6.18,5.40,-0.01,0.07,1.16,-0.92,6.59,4.08,-0.04,0.16,0.92
13319,-0.56,6.21,5.73,-0.02,0.06,1.16,1.64,6.06,4.51,-0.04,0.14,0.91
13327,1.63,5.63,6.19,-0.03,0.04,1.16,3.14,5.10,4.85,-0.05,0.14,0.91
13336,2.30,4.48,6.22,-0.04,0.05,1.15,1.86,4.22,4.56,-0.07,0.15,0.92
13344,-0.76,3.62,5.75,-0.06,0.05,1.15,-1.92,3.50,4.22,-0.08,0.17,0.93
13353,-3.40,2.55,5.15,-0.06,0.04,1.16,-3.50,2.86,3.79,-0.07,0.14,0.92
13362,-3.76,1.95,5.31,-0.04,0.04,1.14,-3.11,2.66,4.17,-0.07,0.15,0.94
13371,-2.46,2.08,5.35,-0.03,0.06,1.16,-0.59,2.28,4.59,-0.05,0.14,0.93
13380,0.32,1.70,6.35,-0.02,0.05,1.17,1.71,1.47,5.69,-0.04,0.13,0.92
13388,2.00,0.95,7.24,-0.01,0.06,1.17,2.46,0.37,6.79,-0.04,0.14,0.93
13398,2.29,-0.01,7.60,-0.02,0.06,1.17,2.32,-0.72,7.39,-0.04,0.14,0.92
13406,2.26,-1.05,8.06,-0.02,0.06,1.17,2.07,-1.44,7.68,-0.05,0.15,0.92
13415,1.55,-2.18,8.48,-0.03,0.07,1.18,0.90,-2.34,7.87,-0.06,0.15,0.92
13423,0.37,-2.80,8.16,-0.03,0.05,1.16,0.12,-3.02,7.66,-0.07,0.16,0.92
13432,0.11,-3.35,8.07,-0.05,0.05,1.16,-0.29,-3.29,7.32,-0.07,0.16,0.93
13441,-0.18,-3.89,7.44,-0.05,0.04,1.16,-0.53,-3.60,6.91,-0.08,0.16,0.92
13450,-0.45,-4.29,7.00,-0.05,0.04,1.15,-0.99,-3.79,6.37,-0.07,0.17,0.94
13459,-0.91,-3.92,6.69,-0.04,0.05,1.15,-1.72,-3.44,6.06,-0.06,0.16,0.95
13467,-1.77,-3.40,6.20,-0.04,0.05,1.16,-1.90,-2.23,5.66,-0.06,0.16,0.95
13476,-1.16,-2.08,6.19,-0.03,0.05,1.15,-0.05,-1.49,5.37,-0.06,0.17,0.94
13485,1.41,-1.09,5.77,-0.04,0.04,1.16,2.97,-1.49,5.28,-0.07,0.15,0.92
13494,4.79,-1.02,5.79,-0.05,0.04,1.15,5.80,-1.72,5.08,-0.08,0.15,0.90
13502,6.14,-1.27,5.19,-0.05,0.06,1.13,5.73,-2.17,4.50,-0.06,0.16,0.88
13511,4.63,-1.60,4.88,-0.04,0.06,1.11,2.85,-2.26,3.83,-0.06,0.17,0.89
13520,1.02,-1.99,3.95,-0.04,0.08,1.10,-0.74,-2.12,3.05,-0.06,0.18,0.89
13529,-2.18,-2.38,3.32,-0.04,0.07,1.10,-3.44,-2.18,2.71,-0.06,0.18,0.89
13538,-3.42,-2.63,2.95,-0.05,0.06,1.11,-3.48,-2.62,1.95,-0.08,0.18,0.90
13546,-2.95,-2.89,2.37,-0.06,0.06,1.13,-2.56,-2.60,1.59,-0.07,0.18,0.91
13555,-1.84,-2.34,2.01,-0.05,0.06,1.13,-0.96,-2.02,1.08,-0.08,0.17,0.92
13563,0.76,-1.27,1.52,-0.05,0.07,1.12,2.47,-1.61,0.90,-0.07,0.16,0.89
13573,4.02,-0.65,1.95,-0.04,0.06,1.10,4.97,-1.27,1.19,-0.06,0.17,0.89
13582,4.53,-0.57,1.85,-0.04,0.08,1.09,3.74,-1.12,1.11,-0.06,0.17,0.87
13590,2.21,-0.34,2.05,-0.04,0.09,1.09,1.05,-1.19,1.13,-0.07,0.17,0.88
13599,0.05,-0.74,2.20,-0.05,0.08,1.08,-0.12,-1.09,1.55,-0.07,0.16,0.86
13607,0.03,-0.86,2.27,-0.05,0.07,1.08,0.44,-1.11,1.84,-0.06,0.16,0.86
13617,0.31,-0.98,2.52,-0.04,0.08,1.07,-0.63,-1.05,1.69,-0.06,0.18,0.86
13625,-1.77,-0.65,2.24,-0.04,0.08,1.09,-2.78,-0.79,1.44,-0.07,0.17,0.89
13634,-3.53,-0.76,2.27,-0.04,0.07,1.09,-4.12,-0.36,1.30,-0.06,0.17,0.89
13642,-4.22,-0.47,2.10,-0.04,0.07,1.10,-4.02,0.43,1.42,-0.06,0.16,0.90
13651,-3.59,0.28,2.44,-0.04,0.06,1.11,-2.70,0.81,1.53,-0.06,0.17,0.90
13660,-1.95,1.03,2.46,-0.03,0.07,1.13,-0.81,1.05,1.76,-0.04,0.16,0.91
13669,0.55,1.02,2.82,-0.02,0.07,1.14,2.15,0.52,2.17,-0.04,0.15,0.89
13677,3.24,0.73,3.30,-0.02,0.06,1.13,4.63,-0.40,2.35,-0.04,0.15,0.88
13686,5.53,-0.03,3.28,-0.01,0.07,1.14,6.08,-1.12,2.66,-0.03,0.16,0.88
13696,5.48,-0.80,3.34,-0.01,0.07,1.13,5.69,-1.94,2.66,-0.03,0.16,0.88
13704,5.01,-1.38,3.05,-0.01,0.07,1.11,4.26,-2.46,2.77,-0.02,0.17,0.88
13713,3.73,-2.00,3.18,0.00,0.07,1.09,3.60,-2.72,2.71,-0.02,0.16,0.85
13721,3.54,-2.60,3.21,-0.01,0.07,1.09,2.79,-3.24,2.98,-0.03,0.16,0.85
13730,1.73,-2.99,3.12,-0.02,0.08,1.10,0.17,-3.27,2.21,-0.04,0.17,0.87
13739,-1.15,-2.98,2.43,-0.02,0.08,1.07,-2.73,-2.95,2.07,-0.04,0.17,0.88
13748,-4.50,-2.73,2.41,-0.02,0.08,1.07,-6.41,-1.75,1.70,-0.05,0.17,0.90
13756,-7.44,-1.82,2.23,-0.03,0.08,1.09,-7.08,-0.52,1.79,-0.05,0.17,0.90
13765,-5.62,-0.85,2.76,-0.02,0.07,1.10,-4.10,0.01,2.39,-0.06,0.16,0.89
13773,-3.27,0.07,3.08,-0.02,0.07,1.11,-2.70,0.60,2.44,-0.04,0.16,0.91
13783,-2.55,0.34,3.50,-0.02,0.07,1.12,-2.39,0.40,2.54,-0.04,0.16,0.90
13791,-2.75,0.05,3.34,-0.02,0.06,1.11,-2.47,0.18,2.47,-0.04,0.16,0.87
13800,-2.31,-0.15,3.31,-0.02,0.07,1.11,-1.92,0.06,2.24,-0.05,0.17,0.88
13809,-2.18,-0.18,3.04,-0.03,0.06,1.10,-2.31,0.12,2.08,-0.05,0.16,0.89
13817,-2.68,0.24,2.79,-0.03,0.06,1.10,-2.63,0.31,1.76,-0.05,0.16,0.89
13827,-3.78,0.43,2.43,-0.03,0.06,1.09,-4.27,1.16,1.42,-0.06,0.17,0.91
13835,-4.93,0.83,2.28,-0.04,0.07,1.10,-4.35,1.46,1.21,-0.06,0.16,0.90
13844,-3.96,1.31,1.90,-0.05,0.05,1.10,-2.73,1.33,0.98,-0.07,0.15,0.89
13852,-2.00,1.09,1.69,-0.05,0.04,1.11,-0.95,1.12,0.50,-0.08,0.16,0.88
13861,-1.70,1.39,1.48,-0.05,0.06,1.11,-2.38,0.89,0.24,-0.07,0.16,0.89
13870,-3.66,0.88,1.13,-0.03,0.06,1.12,-3.89,0.73,-0.10,-0.05,0.16,0.90
13879,-4.12,0.43,0.68,-0.03,0.05,1.12,-3.71,0.37,-0.21,-0.04,0.16,0.90
13887,-3.44,0.49,0.56,-0.02,0.06,1.13,-3.03,0.15,-0.10,-0.04,0.15,0.89
13896,-2.69,0.12,0.66,-0.01,0.06,1.13,-2.20,0.05,-0.08,-0.04,0.15,0.89
13904,-2.21,0.09,0.78,-0.01,0.06,1.12,-2.23,0.05,-0.06,-0.03,0.16,0.90
13914,-3.07,0.37,0.84,-0.01,0.07,1.11,-3.47,0.63,-0.05,-0.04,0.17,0.91
13922,-3.95,0.63,1.09,-0.01,0.08,1.12,-3.73,0.75,0.14,-0.02,0.17,0.91
13931,-3.31,0.92,1.36,-0.01,0.07,1.12,-2.65,0.82,0.49,-0.03,0.16,0.89
13939,-2.26,0.88,1.47,-0.01,0.07,1.12,-1.51,0.69,0.52,-0.03,0.15,0.89
13948,-1.21,0.82,1.46,-0.01,0.06,1.12,-0.87,0.63,0.57,-0.04,0.16,0.90
13958,-0.84,0.76,1.60,-0.02,0.07,1.13,-0.08,-0.01,0.56,-0.03,0.16,0.88
13966,0.80,0.09,1.47,-0.02,0.06,1.13,2.40,-0.91,0.89,-0.04,0.16,0.87
13975,3.44,-0.22,1.64,-0.02,0.06,1.12,4.34,-1.67,0.87,-0.05,0.16,0.88
13983,5.40,-1.06,1.52,-0.02,0.07,1.12,5.95,-2.29,0.85,-0.04,0.17,0.87
13992,6.25,-1.52,1.55,-0.02,0.07,1.11,5.91,-2.55,1.00,-0.05,0.18,0.88
14001,5.66,-1.35,1.59,-0.02,0.08,1.10,5.05,-2.16,0.85,-0.05,0.18,0.89
14010,4.60,-1.05,1.31,-0.03,0.08,1.10,4.72,-1.50,0.68,-0.05,0.18,0.89
14018,4.97,-0.38,1.26,-0.04,0.07,1.09,5.85,-1.18,0.34,-0.05,0.17,0.88
14027,6.22,0.36,1.44,-0.03,0.08,1.09,6.70,-0.52,0.34,-0.06,0.18,0.89
14035,6.44,0.89,0.95,-0.04,0.08,1.09,6.68,0.27,0.20,-0.06,0.18,0.87
14045,6.05,1.22,1.22,-0.05,0.08,1.08,5.95,0.18,0.06,-0.05,0.17,0.88
14053,4.82,1.43,1.13,-0.03,0.09,1.09,4.11,0.53,0.10,-0.06,0.18,0.87
14062,2.78,1.15,1.00,-0.04,0.08,1.08,2.15,0.32,-0.09,-0.06,0.17,0.86
14070,0.51,0.89,0.59,-0.04,0.08,1.08,-0.86,0.37,-0.47,-0.06,0.19,0.88
14080,-2.96,0.53,0.42,-0.04,0.08,1.10,-3.67,0.48,-0.77,-0.06,0.18,0.89
14088,-4.11,0.61,0.02,-0.04,0.07,1.09,-3.37,0.71,-0.76,-0.06,0.17,0.89
14097,-2.83,1.14,0.29,-0.04,0.07,1.11,-1.73,1.18,-0.53,-0.07,0.16,0.90
14106,-1.39,1.69,0.70,-0.04,0.07,1.11,-0.78,1.95,-0.25,-0.07,0.17,0.91
14114,-1.32,2.62,0.82,-0.05,0.08,1.11,-1.01,2.76,0.00,-0.07,0.17,0.91
14124,-1.42,3.37,1.12,-0.05,0.07,1.10,-0.79,3.37,-0.14,-0.06,0.18,0.90
14132,-0.93,4.07,1.24,-0.05,0.07,1.09,-0.14,4.11,-0.05,-0.07,0.17,0.89
14141,-0.06,4.69,1.44,-0.05,0.07,1.13,1.54,4.10,0.37,-0.07,0.16,0.88
14149,1.51,4.55,1.99,-0.05,0.07,1.11,2.36,3.58,0.48,-0.06,0.16,0.88
14158,1.37,4.20,2.01,-0.05,0.08,1.11,1.62,3.53,0.63,-0.07,0.17,0.88
14167,0.53,3.60,1.79,-0.04,0.08,1.11,0.76,2.97,0.69,-0.06,0.16,0.87
14176,-0.37,2.94,2.08,-0.04,0.09,1.10,-0.64,2.21,1.07,-0.06,0.17,0.87
14184,-1.99,2.08,2.17,-0.04,0.09,1.10,-2.34,1.85,1.06,-0.07,0.18,0.87
14193,-3.01,1.56,1.98,-0.05,0.09,1.11,-3.14,1.29,1.08,-0.07,0.18,0.88
14201,-3.48,1.14,2.01,-0.06,0.08,1.11,-3.39,1.30,0.92,-0.08,0.19,0.90
14211,-3.73,1.16,1.72,-0.06,0.07,1.12,-3.76,1.34,0.58,-0.08,0.18,0.89
14219,-3.82,1.29,1.92,-0.05,0.08,1.12,-3.09,1.37,0.56,-0.07,0.18,0.90
14228,-3.13,1.47,1.83,-0.05,0.07,1.12,-2.47,1.35,0.87,-0.07,0.19,0.90
14236,-2.42,1.65,1.61,-0.05,0.08,1.12,-1.69,1.50,0.66,-0.06,0.17,0.90
14245,-0.98,1.71,1.74,-0.03,0.07,1.13,0.38,1.07,1.03,-0.04,0.16,0.88
14254,0.75,1.35,2.14,-0.02,0.09,1.13,1.15,0.62,1.32,-0.04,0.18,0.89
14263,1.21,0.88,2.48,-0.02,0.08,1.12,1.69,-0.12,1.38,-0.04,0.17,0.87
14272,0.98,0.00,2.27,-0.03,0.09,1.12,0.57,-0.59,1.62,-0.04,0.18,0.87
14280,-0.15,-0.85,2.34,-0.02,0.10,1.12,-0.41,-1.42,1.44,-0.05,0.19,0.88
14289,-0.34,-1.02,2.27,-0.03,0.09,1.11,-0.18,-1.56,1.24,-0.06,0.18,0.89
14298,-0.17,-1.34,2.10,-0.03,0.08,1.12,-0.48,-1.73,1.07,-0.07,0.19,0.89
14307,-0.47,-1.34,1.56,-0.04,0.08,1.11,-0.73,-1.56,0.74,-0.07,0.19,0.90
14315,-0.51,-1.50,1.25,-0.04,0.08,1.13,-0.37,-1.60,0.59,-0.06,0.18,0.90
14324,-0.32,-1.05,0.72,-0.05,0.07,1.11,-0.47,-1.24,-0.11,-0.07,0.18,0.90
14332,-0.42,-0.98,0.73,-0.04,0.08,1.11,-0.24,-0.98,-0.34,-0.05,0.18,0.90
14342,0.08,-0.49,0.50,-0.02,0.08,1.12,0.31,-0.76,-0.47,-0.04,0.17,0.90
14350,0.23,-0.25,0.64,-0.02,0.08,1.11,0.70,-0.59,-0.04,-0.04,0.17,0.89
14359,1.02,0.37,0.56,-0.01,0.08,1.11,1.73,-0.23,-0.04,-0.03,0.17,0.87
14367,1.85,0.41,0.95,-0.02,0.08,1.11,2.26,-0.07,0.16,-0.03,0.17,0.88
14376,2.13,0.56,1.14,-0.03,0.08,1.10,2.14,-0.22,0.52,-0.05,0.17,0.88
14385,1.54,0.56,1.04,-0.03,0.08,1.09,1.16,-0.18,0.15,-0.04,0.17,0.86
14394,0.14,0.21,1.05,-0.03,0.08,1.09,-0.81,0.17,0.31,-0.05,0.17,0.88
14402,-1.86,0.37,0.98,-0.04,0.08,1.09,-2.08,0.72,0.31,-0.06,0.17,0.90
14411,-1.88,1.11,1.21,-0.04,0.07,1.11,-0.51,0.95,0.23,-0.06,0.16,0.90
14420,0.72,1.50,1.46,-0.04,0.07,1.13,2.58,1.09,0.78,-0.05,0.17,0.89
14429,3.82,2.08,2.04,-0.03,0.07,1.12,5.73,1.41,1.10,-0.05,0.16,0.89
14438,6.54,2.31,2.63,-0.03,0.08,1.10,7.16,1.35,1.53,-0.05,0.17,0.88
14446,6.86,2.50,2.85,-0.03,0.09,1.10,6.98,1.47,1.72,-0.04,0.18,0.88
14455,6.47,2.50,2.98,-0.03,0.10,1.10,7.05,1.51,2.12,-0.04,0.18,0.86
14464,6.31,2.03,3.34,-0.02,0.11,1.08,6.89,1.09,2.37,-0.05,0.18,0.85
14473,6.44,1.66,3.38,-0.03,0.10,1.09,6.37,0.34,2.41,-0.05,0.19,0.83
14481,5.44,0.90,3.44,-0.03,0.10,1.10,5.15,-0.37,2.24,-0.06,0.20,0.86
14490,4.01,0.22,2.91,-0.04,0.10,1.09,2.76,-0.98,2.20,-0.06,0.20,0.85
14498,1.60,-0.80,2.39,-0.04,0.10,1.11,0.23,-1.52,1.34,-0.06,0.20,0.86
14508,-0.83,-1.66,2.05,-0.04,0.10,1.11,-2.42,-1.87,1.08,-0.07,0.21,0.89
14516,-3.11,-2.40,1.34,-0.05,0.10,1.12,-3.45,-2.15,0.70,-0.06,0.20,0.90
14525,-2.34,-2.41,1.16,-0.05,0.10,1.13,-1.02,-2.63,0.68,-0.06,0.19,0.88
14533,1.17,-2.50,1.25,-0.05,0.09,1.14,2.97,-2.97,1.18,-0.07,0.18,0.89
14542,4.41,-2.54,1.64,-0.04,0.09,1.13,4.76,-3.49,1.17,-0.06,0.20,0.89
14552,4.91,-2.86,1.46,-0.04,0.09,1.12,4.36,-3.99,1.00,-0.05,0.20,0.89
14560,3.19,-3.09,1.56,-0.04,0.10,1.11,1.87,-4.07,0.52,-0.06,0.20,0.88
14569,0.83,-3.63,1.02,-0.04,0.10,1.12,-0.44,-4.37,0.36,-0.06,0.20,0.89
14577,-0.50,-4.18,0.53,-0.04,0.09,1.13,-1.41,-5.13,0.11,-0.05,0.19,0.89
14586,-1.20,-5.00,0.25,-0.03,0.09,1.14,-1.98,-5.52,-0.23,-0.06,0.20,0.90
14595,-1.56,-5.68,-0.12,-0.04,0.09,1.15,-2.42,-5.79,-0.54,-0.04,0.19,0.92
14604,-2.03,-5.96,-0.48,-0.03,0.09,1.16,-3.03,-6.48,-0.74,-0.05,0.19,0.94
14612,-2.91,-6.23,-0.86,-0.03,0.09,1.18,-2.89,-6.73,-0.95,-0.04,0.19,0.95
14621,-0.75,-6.51,-0.57,-0.02,0.08,1.20,-0.02,-7.35,-0.50,-0.03,0.17,0.95
14630,2.73,-7.09,-0.23,-0.01,0.08,1.20,3.85,-8.18,0.02,-0.02,0.17,0.94
14639,6.38,-6.92,0.34,-0.01,0.08,1.18,6.64,-8.81,0.50,-0.04,0.18,0.93
14648,8.31,-7.26,0.70,-0.01,0.09,1.17,8.23,-8.90,0.86,-0.02,0.19,0.92
14656,9.91,-7.45,1.07,-0.02,0.10,1.16,9.62,-9.00,1.31,-0.04,0.18,0.92
14665,10.91,-7.04,1.37,-0.03,0.10,1.14,9.95,-8.83,2.25,-0.05,0.13,0.92
14673,11.24,-6.75,3.07,-0.04,0.06,1.15,11.53,-8.37,3.82,-0.07,0.14,0.91
14683,13.81,-6.36,4.34,-0.05,0.11,1.13,15.35,-7.98,4.34,-0.06,0.21,0.89
14692,16.31,-5.82,4.40,-0.04,0.10,1.11,15.69,-7.32,4.31,-0.06,0.22,0.91
14700,15.40,-4.64,4.64,-0.06,0.14,1.10,14.36,-6.20,4.50,-0.05,0.23,0.88
14709,13.80,-3.62,5.34,-0.05,0.10,1.08,13.21,-4.99,5.29,-0.06,0.20,0.86
14718,13.25,-2.95,5.87,-0.05,0.13,1.08,13.51,-4.50,5.85,-0.04,0.20,0.83
14727,13.71,-2.85,6.24,-0.03,0.12,1.05,12.99,-3.94,6.00,-0.05,0.22,0.85
14736,12.24,-1.98,6.53,-0.01,0.14,1.03,12.50,-3.34,5.63,-0.02,0.26,0.80
14745,12.67,-2.30,5.55,-0.00,0.18,1.04,11.27,-3.67,4.47,-0.03,0.27,0.82
14753,9.74,-1.90,4.56,-0.01,0.16,1.02,8.63,-3.19,3.50,-0.03,0.26,0.81
14763,6.66,-2.13,4.12,-0.02,0.15,1.03,4.95,-2.49,3.86,-0.03,0.22,0.83
14771,3.53,-1.46,4.95,-0.02,0.14,1.03,2.73,-1.63,4.20,-0.04,0.23,0.83
14780,1.17,-0.94,4.88,-0.03,0.14,1.04,0.18,-0.43,3.93,-0.06,0.23,0.87
14789,-1.59,0.38,4.44,-0.05,0.13,1.06,-1.63,1.17,3.50,-0.06,0.23,0.90
14797,-1.20,1.90,4.14,-0.05,0.13,1.08,-0.38,2.74,2.92,-0.07,0.23,0.88
14807,-0.49,3.30,4.02,-0.05,0.12,1.08,0.38,3.57,2.69,-0.08,0.23,0.88
14815,-0.45,4.07,3.56,-0.05,0.12,1.07,0.07,4.29,1.98,-0.06,0.24,0.86
14824,-1.29,4.62,2.76,-0.04,0.12,1.07,-1.52,4.20,0.95,-0.06,0.23,0.84
14832,-3.11,4.08,2.09,-0.04,0.12,1.07,-2.96,3.95,0.31,-0.05,0.23,0.83
14841,-4.13,3.23,1.27,-0.04,0.12,1.07,-4.22,3.22,-0.34,-0.04,0.22,0.84
14850,-5.21,2.70,0.92,-0.02,0.13,1.08,-5.09,2.50,-0.62,-0.04,0.22,0.84
14859,-6.03,1.85,0.24,-0.02,0.12,1.11,-5.72,1.85,-0.69,-0.03,0.22,0.86
14867,-5.53,1.27,0.22,-0.01,0.12,1.11,-4.47,1.13,-0.82,-0.04,0.22,0.86
14876,-4.50,0.85,-0.25,-0.02,0.11,1.11,-4.16,0.64,-1.40,-0.04,0.22,0.87
14885,-4.29,0.44,-0.40,-0.02,0.12,1.12,-4.13,0.09,-1.73,-0.04,0.22,0.88
14894,-3.96,0.11,-0.56,-0.02,0.11,1.12,-3.66,-0.22,-1.60,-0.04,0.21,0.88
14903,-3.34,-0.10,-0.99,-0.02,0.11,1.12,-3.69,-0.24,-1.66,-0.03,0.22,0.89
14911,-3.95,-0.12,-1.07,-0.02,0.12,1.14,-3.47,-0.29,-1.60,-0.02,0.22,0.90
14920,-2.97,-0.25,-0.87,-0.01,0.12,1.14,-2.21,-0.41,-1.34,-0.02,0.21,0.90
14928,-1.48,-0.24,-0.60,0.00,0.12,1.14,-0.66,-0.49,-1.22,-0.02,0.21,0.91
14938,-0.20,-0.27,-0.31,0.00,0.13,1.12,0.72,-0.60,-1.00,-0.01,0.21,0.89
14946,1.48,-0.26,0.29,0.01,0.12,1.11,1.79,-1.08,-0.68,-0.02,0.21,0.87
14955,1.47,-0.47,0.53,-0.00,0.13,1.11,0.98,-1.26,-0.36,-0.03,0.21,0.88
14963,0.10,-0.82,0.37,-0.01,0.13,1.10,-0.49,-1.31,-0.37,-0.03,0.22,0.89
14972,-1.31,-0.90,0.28,-0.02,0.13,1.12,-1.50,-1.21,-0.39,-0.03,0.22,0.91
14982,-2.02,-0.77,0.33,-0.02,0.13,1.12,-2.66,-1.18,-0.40,-0.04,0.22,0.90
